"","lat","lon","quadkey","date_time","percent_change","day","hour"
"86",-34.572167949755,-58.581848144531,"2103213001232131",2020-04-15 16:00:00,-10.8572860606087,2020-04-15,16
"87",-34.545024694216,-58.526916503906,"2103213001320201",2020-04-15 16:00:00,8.39755998787614,2020-04-15,16
"88",-34.51787258328,-58.565368652344,"2103213001213230",2020-04-15 16:00:00,2.55347705543208,2020-04-15,16
"89",-34.549549185184,-58.559875488281,"2103213001231213",2020-04-15 16:00:00,-5.44925194397468,2020-04-15,16
"90",-34.576690964511,-58.532409667969,"2103213001322022",2020-04-15 16:00:00,5.87396504350841,2020-04-15,16
"91",-34.549549185184,-58.576354980469,"2103213001231202",2020-04-15 16:00:00,-0.406065747547305,2020-04-15,16
"92",-34.540499957265,-58.515930175781,"2103213001320033",2020-04-15 16:00:00,-3.81744117334041,2020-04-15,16
"93",-34.50429320804,-58.581848144531,"2103213001212133",2020-04-15 16:00:00,6.98265976684271,2020-04-15,16
"94",-34.522398549925,-58.515930175781,"2103213001302233",2020-04-15 16:00:00,4.41287603750087,2020-04-15,16
"95",-34.563121182039,-58.559875488281,"2103213001233011",2020-04-15 16:00:00,-2.80957894542119,2020-04-15,16
"96",-34.540499957265,-58.598327636719,"2103213001230122",2020-04-15 16:00:00,7.75992226395749,2020-04-15,16
"97",-34.594780562519,-58.598327636719,"2103213001232322",2020-04-15 16:00:00,1.85268249524415,2020-04-15,16
"98",-34.585736255748,-58.537902832031,"2103213001233313",2020-04-15 16:00:00,25.1075259404682,2020-04-15,16
"99",-34.594780562519,-58.570861816406,"2103213001233223",2020-04-15 16:00:00,-14.9172548273935,2020-04-15,16
"100",-34.563121182039,-58.587341308594,"2103213001232110",2020-04-15 16:00:00,-10.2980873910377,2020-04-15,16
"101",-34.51787258328,-58.576354980469,"2103213001213220",2020-04-15 16:00:00,11.0448817015008,2020-04-15,16
"102",-34.599302346693,-58.565368652344,"2103213003011010",2020-04-15 16:00:00,-0.113558634777867,2020-04-15,16
"103",-34.531449745473,-58.515930175781,"2103213001320013",2020-04-15 16:00:00,3.47393555837963,2020-04-15,16
"104",-34.558597429111,-58.559875488281,"2103213001231233",2020-04-15 16:00:00,-1.84985729538845,2020-04-15,16
"105",-34.567644688926,-58.554382324219,"2103213001233102",2020-04-15 16:00:00,-19.7546387548118,2020-04-15,16
"106",-34.563121182039,-58.548889160156,"2103213001233101",2020-04-15 16:00:00,-2.76636535463968,2020-04-15,16
"107",-34.585736255748,-58.504943847656,"2103213001322303",2020-04-15 16:00:00,-2.69417099512787,2020-04-15,16
"108",-34.545024694216,-58.554382324219,"2103213001231300",2020-04-15 16:00:00,-1.02374005793006,2020-04-15,16
"109",-34.563121182039,-58.598327636719,"2103213001232100",2020-04-15 16:00:00,-1.2099848522105,2020-04-15,16
"110",-34.50429320804,-58.543395996094,"2103213001213132",2020-04-15 16:00:00,-1.25238651412845,2020-04-15,16
"111",-34.594780562519,-58.581848144531,"2103213001232333",2020-04-15 16:00:00,-4.43546331245497,2020-04-15,16
"112",-34.51787258328,-58.543395996094,"2103213001213330",2020-04-15 16:00:00,5.56316829527558,2020-04-15,16
"113",-34.549549185184,-58.515930175781,"2103213001320213",2020-04-15 16:00:00,3.49881276802601,2020-04-15,16
"114",-34.522398549925,-58.570861816406,"2103213001213223",2020-04-15 16:00:00,40.6308425989993,2020-04-15,16
"115",-34.585736255748,-58.532409667969,"2103213001322202",2020-04-15 16:00:00,-0.807811214609865,2020-04-15,16
"116",-34.567644688926,-58.559875488281,"2103213001233013",2020-04-15 16:00:00,5.49612455279197,2020-04-15,16
"117",-34.554073430154,-58.521423339844,"2103213001320230",2020-04-15 16:00:00,-0.458563229505816,2020-04-15,16
"118",-34.522398549925,-58.532409667969,"2103213001302222",2020-04-15 16:00:00,-4.41568901598154,2020-04-15,16
"119",-34.522398549925,-58.554382324219,"2103213001213322",2020-04-15 16:00:00,6.43448408474101,2020-04-15,16
"120",-34.545024694216,-58.587341308594,"2103213001230310",2020-04-15 16:00:00,-3.1218440376369,2020-04-15,16
"121",-34.508819912323,-58.543395996094,"2103213001213310",2020-04-15 16:00:00,1.27434109122654,2020-04-15,16
"122",-34.585736255748,-58.592834472656,"2103213001232303",2020-04-15 16:00:00,-4.49819772755481,2020-04-15,16
"123",-34.51787258328,-58.587341308594,"2103213001212330",2020-04-15 16:00:00,1.92575977688245,2020-04-15,16
"124",-34.545024694216,-58.515930175781,"2103213001320211",2020-04-15 16:00:00,-8.10550316223582,2020-04-15,16
"125",-34.540499957265,-58.592834472656,"2103213001230123",2020-04-15 16:00:00,-21.4790809860074,2020-04-15,16
"126",-34.554073430154,-58.576354980469,"2103213001231220",2020-04-15 16:00:00,10.0631499204049,2020-04-15,16
"127",-34.576690964511,-58.515930175781,"2103213001322033",2020-04-15 16:00:00,2.40243165276386,2020-04-15,16
"128",-34.554073430154,-58.515930175781,"2103213001320231",2020-04-15 16:00:00,5.00561507939651,2020-04-15,16
"129",-34.554073430154,-58.592834472656,"2103213001230321",2020-04-15 16:00:00,-7.6949472078437,2020-04-15,16
"130",-34.585736255748,-58.526916503906,"2103213001322203",2020-04-15 16:00:00,-2.96583888129117,2020-04-15,16
"131",-34.581213733181,-58.570861816406,"2103213001233201",2020-04-15 16:00:00,1.34470471184784,2020-04-15,16
"132",-34.590258532199,-58.576354980469,"2103213001233220",2020-04-15 16:00:00,-1.65413597655006,2020-04-15,16
"133",-34.513346370741,-58.515930175781,"2103213001302213",2020-04-15 16:00:00,0.0821643649103256,2020-04-15,16
"134",-34.581213733181,-58.581848144531,"2103213001232311",2020-04-15 16:00:00,0.802545708427597,2020-04-15,16
"135",-34.576690964511,-58.504943847656,"2103213001322123",2020-04-15 16:00:00,-0.175094936002041,2020-04-15,16
"136",-34.590258532199,-58.537902832031,"2103213001233331",2020-04-15 16:00:00,-11.9965675782106,2020-04-15,16
"137",-34.599302346693,-58.598327636719,"2103213003010100",2020-04-15 16:00:00,-1.00960601329113,2020-04-15,16
"138",-34.50429320804,-58.532409667969,"2103213001302022",2020-04-15 16:00:00,66.6157113740469,2020-04-15,16
"139",-34.554073430154,-58.543395996094,"2103213001231330",2020-04-15 16:00:00,0.464478091889479,2020-04-15,16
"140",-34.51787258328,-58.510437011719,"2103213001302320",2020-04-15 16:00:00,-2.13674085653482,2020-04-15,16
"141",-34.563121182039,-58.554382324219,"2103213001233100",2020-04-15 16:00:00,-0.0341218380441817,2020-04-15,16
"142",-34.585736255748,-58.510437011719,"2103213001322302",2020-04-15 16:00:00,6.46537399013194,2020-04-15,16
"143",-34.572167949755,-58.510437011719,"2103213001322120",2020-04-15 16:00:00,10.8676922013209,2020-04-15,16
"144",-34.51787258328,-58.554382324219,"2103213001213320",2020-04-15 16:00:00,2.81344022636347,2020-04-15,16
"145",-34.508819912323,-58.554382324219,"2103213001213300",2020-04-15 16:00:00,8.57930049651975,2020-04-15,16
"146",-34.594780562519,-58.565368652344,"2103213001233232",2020-04-15 16:00:00,-0.218960829261469,2020-04-15,16
"147",-34.50429320804,-58.587341308594,"2103213001212132",2020-04-15 16:00:00,2.41799009795258,2020-04-15,16
"148",-34.599302346693,-58.548889160156,"2103213003011101",2020-04-15 16:00:00,15.3143842918751,2020-04-15,16
"149",-34.526924270661,-58.521423339844,"2103213001320010",2020-04-15 16:00:00,-9.73462087567607,2020-04-15,16
"150",-34.567644688926,-58.532409667969,"2103213001322002",2020-04-15 16:00:00,-0.451424780329003,2020-04-15,16
